datetime,tide_m,pair,month,day
2023-12-09 13:00:00,1.09,3,12,9
2023-12-09 19:29:00,2.23,4,12,9
2023-12-10 02:40:00,0.9,1,12,10
2023-12-10 08:50:00,1.61,2,12,10
2023-12-10 13:32:00,1.16,3,12,10
2023-12-10 19:48:00,2.41,4,12,10
2023-12-11 03:21:00,0.68,1,12,11
2023-12-11 09:50:00,1.62,2,12,11
2023-12-11 14:04:00,1.22,3,12,11
2023-12-11 20:15:00,2.59,4,12,11
2023-12-12 04:03:00,0.49,1,12,12
2023-12-12 10:46:00,1.62,2,12,12
2023-12-12 14:37:00,1.28,3,12,12
2023-12-12 20:48:00,2.74,4,12,12
2023-12-13 04:46:00,0.35,1,12,13
2023-12-13 11:36:00,1.62,2,12,13
2023-12-13 15:12:00,1.32,3,12,13
2023-12-13 21:24:00,2.84,4,12,13
2023-12-14 05:32:00,0.26,1,12,14
2023-12-14 12:24:00,1.6,2,12,14
2023-12-14 15:48:00,1.36,3,12,14
2023-12-14 22:04:00,2.89,4,12,14
2023-12-15 06:20:00,0.22,1,12,15
2023-12-15 13:13:00,1.58,2,12,15
2023-12-15 16:28:00,1.39,3,12,15
2023-12-15 22:48:00,2.87,4,12,15
2023-12-16 07:08:00,0.24,1,12,16
2023-12-16 14:04:00,1.57,2,12,16
2023-12-16 17:15:00,1.43,3,12,16
2023-12-16 23:35:00,2.79,4,12,16
2023-12-17 07:55:00,0.29,1,12,17
2023-12-17 15:00:00,1.58,2,12,17
2023-12-17 18:10:00,1.46,3,12,17
2023-12-18 00:26:00,2.63,1,12,18
2023-12-18 08:43:00,0.39,2,12,18
2023-12-18 16:06:00,1.63,3,12,18
2023-12-18 19:19:00,1.5,4,12,18
2023-12-19 01:22:00,2.43,1,12,19
2023-12-19 09:31:00,0.51,2,12,19
2023-12-19 17:11:00,1.72,3,12,19
2023-12-19 21:02:00,1.49,4,12,19
2023-12-20 02:34:00,2.18,1,12,20
2023-12-20 10:20:00,0.66,2,12,20
2023-12-20 17:56:00,1.85,3,12,20
2023-12-20 22:42:00,1.37,4,12,20
2023-12-21 04:13:00,1.93,1,12,21
2023-12-21 11:07:00,0.82,2,12,21
2023-12-21 18:29:00,1.99,3,12,21
2023-12-22 00:08:00,1.17,1,12,22
2023-12-22 05:52:00,1.71,2,12,22
2023-12-22 11:53:00,0.98,3,12,22
2023-12-22 18:57:00,2.15,4,12,22
2023-12-23 01:26:00,0.92,1,12,23
2023-12-23 07:32:00,1.58,2,12,23
2023-12-23 12:35:00,1.12,3,12,23
2023-12-23 19:22:00,2.31,4,12,23
2023-12-24 02:32:00,0.67,1,12,24
2023-12-24 09:11:00,1.52,2,12,24
2023-12-24 13:13:00,1.23,3,12,24
2023-12-24 19:48:00,2.46,4,12,24
2023-12-25 03:28:00,0.46,1,12,25
2023-12-25 10:16:00,1.51,2,12,25
2023-12-25 13:49:00,1.31,3,12,25
2023-12-25 20:19:00,2.57,4,12,25
2023-12-26 04:17:00,0.32,1,12,26
2023-12-26 11:03:00,1.51,2,12,26
2023-12-26 14:23:00,1.34,3,12,26
2023-12-26 20:52:00,2.64,4,12,26
2023-12-27 05:03:00,0.25,1,12,27
2023-12-27 11:42:00,1.51,2,12,27
2023-12-27 14:57:00,1.35,3,12,27
2023-12-27 21:28:00,2.66,4,12,27
2023-12-28 05:45:00,0.24,1,12,28
2023-12-28 12:17:00,1.5,2,12,28
2023-12-28 15:31:00,1.35,3,12,28
2023-12-28 22:04:00,2.63,4,12,28
2023-12-29 06:24:00,0.27,1,12,29
2023-12-29 12:51:00,1.49,2,12,29
2023-12-29 16:06:00,1.35,3,12,29
2023-12-29 22:40:00,2.58,4,12,29
2023-12-30 07:01:00,0.33,1,12,30
2023-12-30 13:26:00,1.49,2,12,30
2023-12-30 16:42:00,1.35,3,12,30
2023-12-30 23:14:00,2.49,4,12,30
2023-12-31 07:35:00,0.41,1,12,31
2023-12-31 14:02:00,1.49,2,12,31
2023-12-31 17:21:00,1.36,3,12,31
2023-12-31 23:47:00,2.37,4,12,31
